"date","confirmed","deaths","tests","positives","recovered","hosp","icu","vent","vaccines"
2020-01-25,4,0,0,0,0,0,0,0,0
2020-01-26,0,0,0,0,0,0,0,0,0
2020-01-27,1,0,0,0,0,0,0,0,0
2020-01-28,0,0,0,0,0,0,0,0,0
2020-01-29,4,0,0,0,0,0,0,0,0
2020-01-30,0,0,0,0,0,0,0,0,0
2020-01-31,0,0,0,0,0,0,0,0,0
2020-02-01,1,0,0,0,0,0,0,0,0
2020-02-02,2,0,0,0,0,0,0,0,0
2020-02-03,0,0,0,0,0,0,0,0,0
2020-02-04,1,0,0,0,0,0,0,0,0
2020-02-05,1,0,0,0,0,0,0,0,0
2020-02-06,1,0,0,0,0,0,0,0,0
2020-02-07,0,0,0,0,0,0,0,0,0
2020-02-08,0,0,0,0,0,0,0,0,0
2020-02-09,0,0,0,0,0,0,0,0,0
2020-02-10,0,0,0,0,0,0,0,0,0
2020-02-11,0,0,0,0,0,0,0,0,0
2020-02-12,0,0,0,0,0,0,0,0,0
2020-02-13,0,0,0,0,0,0,0,0,0
2020-02-14,0,0,0,0,0,0,0,0,0
2020-02-15,0,0,0,0,0,0,0,0,0
2020-02-16,0,0,0,0,0,0,0,0,0
2020-02-17,0,0,0,0,0,0,0,0,0
2020-02-18,0,0,0,0,0,0,0,0,0
2020-02-19,0,0,0,0,0,0,0,0,0
2020-02-20,0,0,0,0,0,0,0,0,0
2020-02-21,4,0,0,0,0,0,0,0,0
2020-02-22,1,0,0,0,0,0,0,0,0
2020-02-23,0,0,0,0,0,0,0,0,0
2020-02-24,0,0,0,0,0,0,0,0,0
2020-02-25,0,0,0,0,0,0,0,0,0
2020-02-26,0,0,0,0,0,0,0,0,0
2020-02-27,3,0,0,0,0,0,0,0,0
2020-02-28,2,0,0,0,0,0,0,0,0
2020-02-29,0,0,0,0,0,0,0,0,0
2020-03-01,3,1,0,0,0,0,0,0,0
2020-03-02,4,0,0,0,0,0,0,0,0
2020-03-03,8,0,0,0,0,0,0,0,0
2020-03-04,11,1,0,0,0,0,0,0,0
2020-03-05,8,0,0,0,0,0,0,0,0
2020-03-06,4,0,0,0,0,0,0,0,0
2020-03-07,10,0,7214,0,0,0,0,0,0
2020-03-08,7,1,794,0,0,0,0,0,0
2020-03-09,12,0,363,0,0,0,0,0,0
2020-03-10,20,0,1794,0,0,0,0,0,0
2020-03-11,15,0,56,0,0,0,0,0,0
2020-03-12,30,0,4635,1,0,0,0,0,0
2020-03-13,41,1,1829,0,0,0,0,0,0
2020-03-14,51,0,3811,0,0,0,0,0,0
2020-03-15,48,2,2071,0,0,0,0,0,0
2020-03-16,79,0,16097,1,0,0,0,0,0
2020-03-17,78,0,5780,0,0,0,0,0,0
2020-03-18,113,1,6556,1,0,0,0,0,0
2020-03-19,142,0,32333,1,28,0,0,0,0
2020-03-20,138,1,8066,2,11,0,0,0,0
2020-03-21,225,0,8885,3,12,0,0,0,0
2020-03-22,280,0,9002,10,19,0,0,0,0
2020-03-23,328,0,6357,13,27,0,0,0,0
2020-03-24,370,1,7557,7,16,0,0,0,0
2020-03-25,380,1,32886,5,16,0,0,0,0
2020-03-26,379,4,20188,9,22,0,0,0,0
2020-03-27,371,0,16255,9,53,0,0,0,0
2020-03-28,460,1,15228,9,19,0,0,0,0
2020-03-29,344,2,15446,6,2,0,0,0,0
2020-03-30,266,2,7610,1,66,0,0,0,0
2020-03-31,311,1,11747,2,54,32,6,0,0
2020-04-01,303,1,14001,4,73,368,70,33,0
2020-04-02,273,4,9936,3,154,15,5,-1,0
2020-04-03,225,4,8453,4,63,-5,5,0,0
2020-04-04,190,2,9941,2,51,50,6,1,0
2020-04-05,141,5,12253,3,102,0,4,0,0
2020-04-06,106,5,5519,0,61,-2,0,2,0
2020-04-07,119,8,8037,1,1700,-153,-3,2,0
2020-04-08,105,2,8668,2,266,-42,-6,-1,0
2020-04-09,85,1,10766,1,174,-1,-6,0,0
2020-04-10,106,3,8212,3,153,-26,-7,2,0
2020-04-11,88,2,9501,0,124,4,6,0,0
2020-04-12,22,3,6094,-1,72,-1,1,-3,0
2020-04-13,41,2,8195,1,156,-12,-2,11,0
2020-04-14,49,1,4357,0,104,3,1,-2,0
2020-04-15,223,1,4884,0,90,-16,-7,-2,0
2020-04-16,30,0,8626,0,59,-13,-6,-4,0
2020-04-17,47,2,11527,0,72,-9,-7,0,0
2020-04-18,42,3,14980,0,344,-8,-4,-4,0
2020-04-19,44,2,14486,0,67,-6,-8,-1,0
2020-04-20,13,1,10738,1,28,-8,1,-1,0
2020-04-21,22,0,8108,0,437,-3,-2,1,0
2020-04-22,7,3,12599,0,240,-5,0,-2,0
2020-04-23,8,1,14218,0,110,-10,-1,-2,0
2020-04-24,17,3,15711,1,91,-13,-4,-1,0
2020-04-25,18,2,11887,1,237,-10,1,0,0
2020-04-26,19,3,12192,0,168,-14,0,-3,0
2020-04-27,7,0,10614,0,47,-2,1,2,0
2020-04-28,12,1,13616,0,42,-3,-1,0,0
2020-04-29,13,5,13731,0,40,-16,-5,-1,0
2020-04-30,8,2,19231,0,47,-5,-4,-4,0
2020-05-01,13,2,25227,0,30,-6,-5,-1,0
2020-05-02,15,0,22715,0,49,-4,-1,0,0
2020-05-03,18,2,21524,0,21,-4,0,-1,0
2020-05-04,24,0,17107,1,46,-5,0,0,0
2020-05-05,26,2,14542,0,27,-4,-1,0,0
2020-05-06,24,0,23900,0,89,-4,0,-2,0
2020-05-07,22,0,33893,0,59,-4,-4,-1,0
2020-05-08,18,0,34701,0,46,-2,-2,-1,0
2020-05-09,14,0,38206,0,53,-5,-2,-1,0
2020-05-10,12,0,32416,0,29,-8,-1,0,0
2020-05-11,7,0,27247,0,16,6,-2,-1,0
2020-05-12,20,0,22808,0,51,-2,0,1,0
2020-05-13,11,1,31098,0,41,3,1,-1,0
2020-05-14,15,0,34274,0,25,1,1,-1,0
2020-05-15,31,0,40517,0,37,-4,0,0,0
2020-05-16,17,0,31836,0,30,2,-2,-1,0
2020-05-17,8,0,26474,0,3,1,0,0,0
2020-05-18,9,1,19908,0,27,-5,-4,-5,0
2020-05-19,8,0,23836,0,19,2,-1,0,0
2020-05-20,11,1,25697,0,30,-3,-2,0,0
2020-05-21,2,0,26117,0,27,-3,0,0,0
2020-05-22,14,1,32998,0,8,-1,-2,-1,0
2020-05-23,13,1,21580,0,12,-4,-2,-1,0
2020-05-24,3,0,32533,0,15,-3,0,0,0
2020-05-25,4,0,19408,0,23,-2,0,0,0
2020-05-26,15,0,44020,0,21,-1,0,0,0
2020-05-27,6,0,50098,0,7,0,1,-2,0
2020-05-28,18,0,29123,0,22,-1,-1,0,0
2020-05-29,16,0,30178,0,0,-6,-1,0,0
2020-05-30,11,0,30916,0,33,-1,0,0,0
2020-05-31,10,0,26030,0,-2,-2,0,-2,0
2020-06-01,8,0,17652,0,4,0,-1,0,0
2020-06-02,17,0,18167,0,5,6,1,1,0
2020-06-03,8,0,22313,0,15,-1,1,0,0
