"Date","State","confirmed","deaths","tests","positives","recovered","hosp","ICU","vent"
2020-05-28,"ACT",0,0,494,0,0,0,0,0
2020-05-29,"ACT",0,0,305,0,0,0,0,0
2020-05-30,"ACT",0,0,418,0,0,0,0,0
2020-05-31,"ACT",0,0,322,0,0,0,0,0
2020-06-01,"ACT",0,0,311,0,0,0,0,0
2020-06-02,"ACT",0,0,209,0,0,0,0,0
2020-06-03,"ACT",0,0,265,0,0,0,0,0
2020-06-04,"ACT",0,0,438,0,0,0,0,0
2020-06-05,"ACT",0,0,399,0,0,0,0,0
2020-06-06,"ACT",0,0,396,0,0,0,0,0
2020-06-07,"ACT",1,0,355,1,0,0,0,0
2020-06-08,"ACT",0,0,196,0,0,0,0,0
2020-06-09,"ACT",0,0,292,0,0,0,0,0
2020-06-10,"ACT",0,0,436,0,0,0,0,0
2020-06-11,"ACT",0,0,527,0,0,0,0,0
2020-01-25,"NSW",3,0,0,0,0,0,0,0
2020-01-26,"NSW",0,0,0,0,0,0,0,0
2020-01-27,"NSW",1,0,0,0,0,0,0,0
2020-01-28,"NSW",0,0,0,0,0,0,0,0
2020-01-29,"NSW",0,0,0,0,0,0,0,0
2020-01-30,"NSW",0,0,0,0,0,0,0,0
2020-01-31,"NSW",0,0,0,0,0,0,0,0
2020-02-01,"NSW",0,0,0,0,0,0,0,0
2020-02-02,"NSW",0,0,0,0,0,0,0,0
2020-02-03,"NSW",0,0,0,0,0,0,0,0
2020-02-04,"NSW",0,0,0,0,0,0,0,0
2020-02-05,"NSW",0,0,0,0,0,0,0,0
2020-02-06,"NSW",0,0,0,0,0,0,0,0
2020-02-07,"NSW",0,0,0,0,0,0,0,0
2020-02-08,"NSW",0,0,0,0,0,0,0,0
2020-02-09,"NSW",0,0,0,0,0,0,0,0
2020-02-10,"NSW",0,0,0,0,0,0,0,0
2020-02-11,"NSW",0,0,0,0,0,0,0,0
2020-02-12,"NSW",0,0,0,0,0,0,0,0
2020-02-13,"NSW",0,0,0,0,0,0,0,0
2020-02-14,"NSW",0,0,0,0,0,0,0,0
2020-02-15,"NSW",0,0,0,0,0,0,0,0
2020-02-16,"NSW",0,0,0,0,0,0,0,0
2020-02-17,"NSW",0,0,0,0,0,0,0,0
2020-02-18,"NSW",0,0,0,0,0,0,0,0
2020-02-19,"NSW",0,0,0,0,0,0,0,0
2020-02-20,"NSW",0,0,0,0,0,0,0,0
2020-02-21,"NSW",0,0,0,0,0,0,0,0
2020-02-22,"NSW",0,0,0,0,0,0,0,0
2020-02-23,"NSW",0,0,0,0,0,0,0,0
2020-02-24,"NSW",0,0,0,0,0,0,0,0
2020-02-25,"NSW",0,0,0,0,0,0,0,0
2020-02-26,"NSW",0,0,0,0,0,0,0,0
2020-02-27,"NSW",0,0,0,0,0,0,0,0
2020-02-28,"NSW",0,0,0,0,0,0,0,0
2020-02-29,"NSW",0,0,0,0,0,0,0,0
2020-03-01,"NSW",1,0,0,0,0,0,0,0
2020-03-02,"NSW",4,0,0,0,0,0,0,0
2020-03-03,"NSW",6,1,0,0,0,0,0,0
2020-03-04,"NSW",7,0,0,0,0,0,0,0
2020-03-05,"NSW",3,0,0,0,0,0,0,0
2020-03-06,"NSW",3,0,0,0,0,0,0,0
2020-03-07,"NSW",8,0,7214,36,0,0,0,0
2020-03-08,"NSW",4,0,794,4,0,0,0,0
2020-03-09,"NSW",7,1,363,7,0,0,0,0
2020-03-10,"NSW",14,0,1794,14,0,0,0,0
2020-03-11,"NSW",4,0,56,4,0,0,0,0
2020-03-12,"NSW",13,0,4635,13,0,0,0,0
2020-03-13,"NSW",14,0,1829,14,0,0,0,0
2020-03-14,"NSW",20,1,3811,20,0,0,0,0
2020-03-15,"NSW",22,0,2071,22,0,0,0,0
2020-03-16,"NSW",37,0,4397,37,0,0,0,0
2020-03-17,"NSW",39,0,3280,39,0,0,0,0
2020-03-18,"NSW",57,1,5556,57,0,0,0,0
2020-03-19,"NSW",40,0,3289,40,0,0,0,0
2020-03-20,"NSW",46,1,1562,46,0,0,0,0
2020-03-21,"NSW",83,0,6241,83,0,0,0,0
2020-03-22,"NSW",97,0,5771,97,0,0,0,0
2020-03-23,"NSW",136,0,4278,136,0,0,0,0
2020-03-24,"NSW",149,1,4907,149,0,0,0,0
2020-03-25,"NSW",211,0,6329,211,0,0,0,0
2020-03-26,"NSW",190,0,5829,190,0,0,0,0
2020-03-27,"NSW",186,0,3683,186,0,0,0,0
2020-03-28,"NSW",212,1,8835,212,0,0,0,0
2020-03-29,"NSW",174,0,6575,174,0,0,0,0
2020-03-30,"NSW",127,0,3347,127,0,0,0,0
2020-03-31,"NSW",114,0,3505,114,0,0,0,0
2020-04-01,"NSW",150,2,5592,150,0,218,42,23
2020-04-02,"NSW",116,0,4994,116,0,13,1,-2
2020-04-03,"NSW",91,2,3918,91,0,0,-1,1
2020-04-04,"NSW",104,0,3178,104,0,20,-1,1
2020-04-05,"NSW",87,4,3800,87,0,-1,-1,0
2020-04-06,"NSW",57,3,2605,57,0,0,0,0
2020-04-07,"NSW",49,2,2108,49,1356,-147,-3,1
2020-04-08,"NSW",48,0,2945,48,0,-11,-1,-1
2020-04-09,"NSW",39,0,3906,39,0,-4,-5,-1
2020-04-10,"NSW",49,1,4444,49,0,-5,-2,2
2020-04-11,"NSW",35,1,649,35,0,-5,1,0
2020-04-12,"NSW",-3,1,3687,-3,0,0,0,-2
2020-04-13,"NSW",9,2,2603,9,0,-1,0,0
2020-04-14,"NSW",7,0,1429,7,0,3,2,-2
2020-04-15,"NSW",16,0,1305,16,0,-7,-3,-1
2020-04-16,"NSW",11,0,3200,11,0,-9,-3,1
2020-04-17,"NSW",29,0,4988,29,0,-1,0,0
2020-04-18,"NSW",10,2,5152,10,0,-6,-1,-1
2020-04-19,"NSW",21,1,4683,21,0,0,-4,-1
2020-04-20,"NSW",6,0,3489,6,0,-4,1,-2
2020-04-21,"NSW",6,1,2502,6,399,2,-1,2
2020-04-22,"NSW",2,2,4291,2,171,-5,-1,-1
2020-04-23,"NSW",5,1,5645,5,80,-3,1,-1
2020-04-24,"NSW",6,1,7352,6,50,-4,-2,-1
2020-04-25,"NSW",12,1,4840,12,137,-4,0,0
2020-04-26,"NSW",8,0,5459,8,15,-2,0,0
2020-04-27,"NSW",2,0,4416,2,19,-2,0,0
2020-04-28,"NSW",5,5,4114,5,16,-2,0,0
2020-04-29,"NSW",7,1,5414,7,23,-5,-2,-1
2020-04-30,"NSW",0,0,7387,0,18,-1,-2,-1
2020-05-01,"NSW",10,1,7038,10,9,0,-1,-1
2020-05-02,"NSW",5,0,8810,5,7,1,0,0
2020-05-03,"NSW",4,1,7234,4,6,-1,0,-1
2020-05-04,"NSW",-2,1,5571,-2,22,0,0,-1
2020-05-05,"NSW",2,1,5296,2,21,-2,-1,1
2020-05-06,"NSW",7,0,7256,7,69,0,0,-2
2020-05-07,"NSW",2,0,10545,2,45,-1,-3,-1
2020-05-08,"NSW",3,0,9461,3,23,-1,0,0
2020-05-09,"NSW",4,0,13692,4,18,-3,-2,-1
2020-05-10,"NSW",2,0,9515,2,11,-7,0,0
2020-05-11,"NSW",0,0,5258,0,2,7,-1,0
2020-05-12,"NSW",0,0,6048,0,26,-1,1,1
2020-05-13,"NSW",6,1,8117,6,28,3,-1,-1
2020-05-14,"NSW",4,0,9747,4,24,1,1,-1
2020-05-15,"NSW",8,0,12212,8,10,-1,-1,-1
2020-05-16,"NSW",3,0,9892,3,6,0,-1,-2
2020-05-17,"NSW",1,0,7104,1,1,0,1,1
2020-05-18,"NSW",1,1,9039,1,0,0,-1,-2
2020-05-19,"NSW",2,1,5304,2,2,0,-1,0
2020-05-20,"NSW",3,0,7093,3,17,-2,-2,0
2020-05-21,"NSW",1,0,6652,1,17,0,0,0
2020-05-22,"NSW",2,1,11693,2,0,0,-2,-1
2020-05-23,"NSW",2,0,8995,2,5,-3,0,0
2020-05-24,"NSW",1,0,6809,1,0,-1,0,0
2020-05-25,"NSW",3,0,4276,3,3,-1,0,0
2020-05-26,"NSW",2,0,34021,2,5,-1,0,0
2020-05-27,"NSW",-3,0,7627,-3,2,0,0,0
2020-05-28,"NSW",1,0,9872,1,7,-1,0,0
2020-05-29,"NSW",2,0,9962,2,-4,0,0,0
2020-05-30,"NSW",0,0,9452,0,17,-1,0,0
2020-05-31,"NSW",3,0,9827,3,2,-1,0,-1
2020-06-01,"NSW",3,0,5763,3,0,-1,0,0
2020-06-02,"NSW",6,0,5424,6,2,1,0,0
2020-06-03,"NSW",0,0,7018,0,4,0,1,0
2020-06-04,"NSW",2,0,11365,2,9,0,-1,0
2020-06-05,"NSW",4,0,10171,4,14,-1,0,0
2020-06-06,"NSW",0,0,12751,0,5,-1,-1,0
2020-06-07,"NSW",-1,0,9207,-1,4,0,0,0
2020-06-08,"NSW",3,0,5950,3,1,0,0,0
2020-06-09,"NSW",2,0,4743,2,5,0,0,0
2020-06-10,"NSW",3,0,5703,3,6,0,0,0
2020-06-11,"NSW",0,0,9746,0,3,1,0,0
2020-01-25,"NT",0,0,0,0,0,0,0,0
2020-01-26,"NT",0,0,0,0,0,0,0,0
2020-01-27,"NT",0,0,0,0,0,0,0,0
2020-01-28,"NT",0,0,0,0,0,0,0,0
2020-01-29,"NT",0,0,0,0,0,0,0,0
2020-01-30,"NT",0,0,0,0,0,0,0,0
2020-01-31,"NT",0,0,0,0,0,0,0,0
2020-02-01,"NT",0,0,0,0,0,0,0,0
2020-02-02,"NT",0,0,0,0,0,0,0,0
2020-02-03,"NT",0,0,0,0,0,0,0,0
2020-02-04,"NT",0,0,0,0,0,0,0,0
2020-02-05,"NT",0,0,0,0,0,0,0,0
2020-02-06,"NT",0,0,0,0,0,0,0,0
2020-02-07,"NT",0,0,0,0,0,0,0,0
2020-02-08,"NT",0,0,0,0,0,0,0,0
2020-02-09,"NT",0,0,0,0,0,0,0,0
2020-02-10,"NT",0,0,0,0,0,0,0,0
2020-02-11,"NT",0,0,0,0,0,0,0,0
2020-02-12,"NT",0,0,0,0,0,0,0,0
2020-02-13,"NT",0,0,0,0,0,0,0,0
2020-02-14,"NT",0,0,0,0,0,0,0,0
2020-02-15,"NT",0,0,0,0,0,0,0,0
2020-02-16,"NT",0,0,0,0,0,0,0,0
2020-02-17,"NT",0,0,0,0,0,0,0,0
2020-02-18,"NT",0,0,0,0,0,0,0,0
2020-02-19,"NT",0,0,0,0,0,0,0,0
2020-02-20,"NT",0,0,0,0,0,0,0,0
2020-02-21,"NT",0,0,0,0,0,0,0,0
2020-02-22,"NT",0,0,0,0,0,0,0,0
2020-02-23,"NT",0,0,0,0,0,0,0,0
2020-02-24,"NT",0,0,0,0,0,0,0,0
2020-02-25,"NT",0,0,0,0,0,0,0,0
2020-02-26,"NT",0,0,0,0,0,0,0,0
2020-02-27,"NT",0,0,0,0,0,0,0,0
2020-02-28,"NT",0,0,0,0,0,0,0,0
2020-02-29,"NT",0,0,0,0,0,0,0,0
2020-03-01,"NT",0,0,0,0,0,0,0,0
2020-03-02,"NT",0,0,0,0,0,0,0,0
2020-03-03,"NT",0,0,0,0,0,0,0,0
2020-03-04,"NT",0,0,0,0,0,0,0,0
2020-03-05,"NT",0,0,0,0,0,0,0,0
2020-03-06,"NT",0,0,0,0,0,0,0,0
2020-03-07,"NT",0,0,0,0,0,0,0,0
2020-03-08,"NT",0,0,0,0,0,0,0,0
2020-03-09,"NT",0,0,0,0,0,0,0,0
2020-03-10,"NT",0,0,0,0,0,0,0,0
2020-03-11,"NT",0,0,0,0,0,0,0,0
2020-03-12,"NT",0,0,0,0,0,0,0,0
2020-03-13,"NT",0,0,0,0,0,0,0,0
2020-03-14,"NT",0,0,0,0,0,0,0,0
2020-03-15,"NT",0,0,0,0,0,0,0,0
2020-03-16,"NT",0,0,0,0,0,0,0,0
2020-03-17,"NT",0,0,0,0,0,0,0,0
2020-03-18,"NT",0,0,0,0,0,0,0,0
2020-03-19,"NT",0,0,0,0,0,0,0,0
2020-03-20,"NT",2,0,0,2,0,0,0,0
2020-03-21,"NT",2,0,0,2,0,0,0,0
2020-03-22,"NT",0,0,0,0,0,0,0,0
2020-03-23,"NT",0,0,0,0,0,0,0,0
2020-03-24,"NT",1,0,0,1,0,0,0,0
2020-03-25,"NT",0,0,0,0,1,0,0,0
2020-03-26,"NT",7,0,0,7,0,0,0,0
2020-03-27,"NT",2,0,0,2,1,0,0,0
2020-03-28,"NT",1,0,0,1,0,0,0,0
2020-03-29,"NT",0,0,1000,0,0,0,0,0
2020-03-30,"NT",0,0,0,0,0,0,0,0
2020-03-31,"NT",4,0,1100,4,1,0,0,0
2020-04-01,"NT",0,0,31,0,0,16,1,1
2020-04-02,"NT",3,0,142,2,0,2,0,0
2020-04-03,"NT",4,0,193,5,0,1,0,-1
2020-04-04,"NT",0,0,176,0,0,4,-1,0
2020-04-05,"NT",1,0,111,0,0,1,0,0
2020-04-06,"NT",0,0,52,2,0,0,0,0
2020-04-07,"NT",0,0,194,0,0,0,0,0
2020-04-08,"NT",0,0,63,0,0,0,0,0
2020-04-09,"NT",0,0,112,0,0,0,0,0
2020-04-10,"NT",0,0,69,0,0,0,0,0
2020-04-11,"NT",0,0,57,0,0,0,0,0
2020-04-12,"NT",0,0,55,0,1,-2,0,0
2020-04-13,"NT",0,0,26,-1,0,0,0,0
2020-04-14,"NT",0,0,61,0,0,0,0,0
2020-04-15,"NT",0,0,47,0,1,-1,0,0
2020-04-16,"NT",0,0,32,0,2,-1,0,0
2020-04-17,"NT",0,0,85,0,2,-1,0,0
2020-04-18,"NT",0,0,19,0,1,-2,0,0
2020-04-19,"NT",0,0,88,0,1,-1,0,0
2020-04-20,"NT",0,0,18,0,0,0,0,0
2020-04-21,"NT",0,0,79,0,4,-2,0,0
2020-04-22,"NT",0,0,162,0,1,0,0,0
2020-04-23,"NT",0,0,73,0,0,-1,0,0
2020-04-24,"NT",0,0,75,0,4,-3,0,0
2020-04-25,"NT",0,0,69,0,0,-5,0,0
2020-04-26,"NT",0,0,42,0,3,0,0,0
2020-04-27,"NT",0,0,14,0,0,0,0,0
2020-04-28,"NT",0,0,93,0,0,0,0,0
2020-04-29,"NT",0,0,83,0,2,-2,0,0
2020-04-30,"NT",0,0,111,0,0,0,0,0
2020-05-01,"NT",0,0,111,0,-1,0,0,0
2020-05-02,"NT",2,0,78,2,0,2,0,0
2020-05-03,"NT",0,0,107,0,0,0,0,0
2020-05-04,"NT",0,0,27,0,0,0,0,0
2020-05-05,"NT",0,0,70,0,2,-2,0,0
2020-05-06,"NT",0,0,78,0,0,0,0,0
2020-05-07,"NT",0,0,114,0,1,-1,0,0
2020-05-08,"NT",0,0,150,0,0,0,0,0
2020-05-09,"NT",0,0,122,0,0,0,0,0
2020-05-10,"NT",0,0,106,0,0,0,0,0
2020-05-11,"NT",0,0,32,0,0,0,0,0
2020-05-12,"NT",0,0,119,0,0,0,0,0
2020-05-13,"NT",0,0,113,0,0,0,0,0
2020-05-14,"NT",0,0,0,0,0,0,0,0
2020-05-15,"NT",0,0,357,0,0,0,0,0
2020-05-16,"NT",0,0,142,0,0,0,0,0
2020-05-17,"NT",0,0,112,0,0,0,0,0
2020-05-18,"NT",0,0,47,0,0,0,0,0
2020-05-19,"NT",0,0,100,0,0,0,0,0
2020-05-20,"NT",0,0,156,0,1,0,0,0
2020-05-21,"NT",0,0,136,0,1,-1,0,0
2020-05-22,"NT",0,0,0,0,0,0,0,0
2020-05-23,"NT",0,0,296,0,0,0,0,0
2020-05-24,"NT",0,0,112,0,0,-1,0,0
2020-05-25,"NT",0,0,16,0,0,0,0,0
2020-05-26,"NT",0,0,163,0,0,0,0,0
2020-05-27,"NT",0,0,132,0,0,0,0,0
2020-05-28,"NT",0,0,170,0,0,0,0,0
2020-05-29,"NT",0,0,220,0,0,0,0,0
2020-05-30,"NT",0,0,164,0,0,0,0,0
2020-05-31,"NT",0,0,138,0,0,0,0,0
2020-06-01,"NT",0,0,20,0,0,0,0,0
2020-06-02,"NT",0,0,166,0,0,0,0,0
2020-06-03,"NT",0,0,185,0,0,0,0,0
2020-06-04,"NT",0,0,392,0,0,0,0,0
2020-06-05,"NT",0,0,191,0,0,0,0,0
2020-06-06,"NT",0,0,156,0,0,0,0,0
2020-06-07,"NT",0,0,124,0,0,0,0,0
2020-06-08,"NT",0,0,23,0,0,0,0,0
2020-06-09,"NT",0,0,81,0,0,0,0,0
2020-06-10,"NT",0,0,189,0,0,0,0,0
2020-06-11,"NT",0,0,192,0,0,0,0,0
2020-01-25,"QLD",0,0,0,0,0,0,0,0
2020-01-26,"QLD",0,0,0,0,0,0,0,0
2020-01-27,"QLD",0,0,0,0,0,0,0,0
2020-01-28,"QLD",0,0,0,0,0,0,0,0
2020-01-29,"QLD",2,0,0,0,0,0,0,0
2020-01-30,"QLD",0,0,0,0,0,0,0,0
2020-01-31,"QLD",0,0,0,0,0,0,0,0
2020-02-01,"QLD",0,0,0,0,0,0,0,0
2020-02-02,"QLD",0,0,0,0,0,0,0,0
2020-02-03,"QLD",0,0,0,0,0,0,0,0
2020-02-04,"QLD",1,0,0,0,0,0,0,0
2020-02-05,"QLD",1,0,0,0,0,0,0,0
2020-02-06,"QLD",1,0,0,0,0,0,0,0
2020-02-07,"QLD",0,0,0,0,0,0,0,0
2020-02-08,"QLD",0,0,0,0,0,0,0,0
2020-02-09,"QLD",0,0,0,0,0,0,0,0
2020-02-10,"QLD",0,0,0,0,0,0,0,0
2020-02-11,"QLD",0,0,0,0,0,0,0,0
2020-02-12,"QLD",0,0,0,0,0,0,0,0
2020-02-13,"QLD",0,0,0,0,0,0,0,0
2020-02-14,"QLD",0,0,0,0,0,0,0,0
2020-02-15,"QLD",0,0,0,0,0,0,0,0
2020-02-16,"QLD",0,0,0,0,0,0,0,0
2020-02-17,"QLD",0,0,0,0,0,0,0,0
2020-02-18,"QLD",0,0,0,0,0,0,0,0
2020-02-19,"QLD",0,0,0,0,0,0,0,0
2020-02-20,"QLD",0,0,0,0,0,0,0,0
2020-02-21,"QLD",2,0,0,0,0,0,0,0
2020-02-22,"QLD",1,0,0,0,0,0,0,0
2020-02-23,"QLD",0,0,0,0,0,0,0,0
2020-02-24,"QLD",0,0,0,0,0,0,0,0
2020-02-25,"QLD",0,0,0,0,0,0,0,0
2020-02-26,"QLD",0,0,0,0,0,0,0,0
2020-02-27,"QLD",0,0,0,0,0,0,0,0
2020-02-28,"QLD",1,0,0,0,0,0,0,0
2020-02-29,"QLD",0,0,0,0,0,0,0,0
2020-03-01,"QLD",0,0,0,0,0,0,0,0
2020-03-02,"QLD",0,0,0,0,0,0,0,0
2020-03-03,"QLD",1,0,0,0,0,0,0,0
2020-03-04,"QLD",1,0,0,0,0,0,0,0
2020-03-05,"QLD",2,0,0,13,0,0,0,0
2020-03-06,"QLD",1,0,0,1,0,0,0,0
2020-03-07,"QLD",0,0,0,0,0,0,0,0
2020-03-08,"QLD",1,0,0,1,0,0,0,0
2020-03-09,"QLD",0,0,0,0,0,0,0,0
2020-03-10,"QLD",3,0,0,3,0,0,0,0
2020-03-11,"QLD",2,0,0,2,0,0,0,0
2020-03-12,"QLD",7,0,0,7,0,0,0,0
2020-03-13,"QLD",8,1,0,8,0,0,0,0
2020-03-14,"QLD",11,0,0,11,0,0,0,0
2020-03-15,"QLD",15,0,0,15,0,0,0,0
2020-03-16,"QLD",7,0,0,7,0,0,0,0
2020-03-17,"QLD",10,0,0,10,0,0,0,0
2020-03-18,"QLD",16,0,0,16,0,0,0,0
2020-03-19,"QLD",50,0,27064,50,0,0,0,0
2020-03-20,"QLD",40,0,1322,40,0,0,0,0
2020-03-21,"QLD",37,0,1481,37,0,0,0,0
2020-03-22,"QLD",38,0,1442,38,0,0,0,0
2020-03-23,"QLD",60,0,1085,60,0,0,0,0
2020-03-24,"QLD",78,0,0,78,0,0,0,0
2020-03-25,"QLD",46,1,6466,46,0,0,0,0
2020-03-26,"QLD",50,0,0,50,0,0,0,0
2020-03-27,"QLD",62,0,4105,62,0,0,0,0
2020-03-28,"QLD",70,0,0,70,0,0,0,0
2020-03-29,"QLD",31,1,2034,31,0,0,0,0
2020-03-30,"QLD",33,0,2026,33,0,0,0,0
2020-03-31,"QLD",54,0,2357,54,0,0,0,0
2020-04-01,"QLD",38,0,1471,38,0,66,9,7
2020-04-02,"QLD",54,1,932,54,0,-6,0,1
2020-04-03,"QLD",38,0,2656,38,0,-6,1,0
2020-04-04,"QLD",27,0,1559,27,0,-7,1,0
2020-04-05,"QLD",7,1,1795,7,0,-4,1,0
2020-04-06,"QLD",14,0,695,14,0,0,0,2
2020-04-07,"QLD",13,0,3344,13,173,-1,1,1
2020-04-08,"QLD",9,0,1718,9,172,-7,-2,0
