"Date","State","confirmed_cum","deaths_cum","tests_cum","positives_cum","recovered_cum","hosp_cum","ICU_cum","vent_cum"
2020-05-26,"ACT",107,3,16196,107,104,0,0,0
2020-05-27,"ACT",107,3,16575,107,104,0,0,0
2020-05-28,"ACT",107,3,17069,107,104,0,0,0
2020-05-29,"ACT",107,3,17374,107,104,0,0,0
2020-05-30,"ACT",107,3,17792,107,104,0,0,0
2020-05-31,"ACT",107,3,18114,107,104,0,0,0
2020-06-01,"ACT",107,3,18425,107,104,0,0,0
2020-06-02,"ACT",107,3,18634,107,104,0,0,0
2020-06-03,"ACT",107,3,18899,107,104,0,0,0
2020-06-04,"ACT",107,3,19337,107,104,0,0,0
2020-06-05,"ACT",107,3,19736,107,104,0,0,0
2020-06-06,"ACT",107,3,20132,107,104,0,0,0
2020-06-07,"ACT",108,3,20487,108,104,0,0,0
2020-06-08,"ACT",108,3,20683,108,104,0,0,0
2020-06-09,"ACT",108,3,20975,108,104,0,0,0
2020-06-10,"ACT",108,3,21411,108,104,0,0,0
2020-06-11,"ACT",108,3,21938,108,104,0,0,0
2020-01-25,"NSW",3,0,0,0,0,0,0,0
2020-01-26,"NSW",3,0,0,0,0,0,0,0
2020-01-27,"NSW",4,0,0,0,0,0,0,0
2020-01-28,"NSW",4,0,0,0,0,0,0,0
2020-01-29,"NSW",4,0,0,0,0,0,0,0
2020-01-30,"NSW",4,0,0,0,0,0,0,0
2020-01-31,"NSW",4,0,0,0,0,0,0,0
2020-02-01,"NSW",4,0,0,0,0,0,0,0
2020-02-02,"NSW",4,0,0,0,0,0,0,0
2020-02-03,"NSW",4,0,0,0,0,0,0,0
2020-02-04,"NSW",4,0,0,0,0,0,0,0
2020-02-05,"NSW",4,0,0,0,0,0,0,0
2020-02-06,"NSW",4,0,0,0,0,0,0,0
2020-02-07,"NSW",4,0,0,0,0,0,0,0
2020-02-08,"NSW",4,0,0,0,0,0,0,0
2020-02-09,"NSW",4,0,0,0,0,0,0,0
2020-02-10,"NSW",4,0,0,0,0,0,0,0
2020-02-11,"NSW",4,0,0,0,0,0,0,0
2020-02-12,"NSW",4,0,0,0,0,0,0,0
2020-02-13,"NSW",4,0,0,0,0,0,0,0
2020-02-14,"NSW",4,0,0,0,0,0,0,0
2020-02-15,"NSW",4,0,0,0,0,0,0,0
2020-02-16,"NSW",4,0,0,0,0,0,0,0
2020-02-17,"NSW",4,0,0,0,0,0,0,0
2020-02-18,"NSW",4,0,0,0,0,0,0,0
2020-02-19,"NSW",4,0,0,0,0,0,0,0
2020-02-20,"NSW",4,0,0,0,0,0,0,0
2020-02-21,"NSW",4,0,0,0,0,0,0,0
2020-02-22,"NSW",4,0,0,0,0,0,0,0
2020-02-23,"NSW",4,0,0,0,0,0,0,0
2020-02-24,"NSW",4,0,0,0,0,0,0,0
2020-02-25,"NSW",4,0,0,0,0,0,0,0
2020-02-26,"NSW",4,0,0,0,0,0,0,0
2020-02-27,"NSW",4,0,0,0,0,0,0,0
2020-02-28,"NSW",4,0,0,0,0,0,0,0
2020-02-29,"NSW",4,0,0,0,0,0,0,0
2020-03-01,"NSW",5,0,0,0,0,0,0,0
2020-03-02,"NSW",9,0,0,0,0,0,0,0
2020-03-03,"NSW",15,1,0,0,0,0,0,0
2020-03-04,"NSW",22,1,0,0,0,0,0,0
2020-03-05,"NSW",25,1,0,0,0,0,0,0
2020-03-06,"NSW",28,1,0,0,0,0,0,0
2020-03-07,"NSW",36,1,7214,36,0,0,0,0
2020-03-08,"NSW",40,1,8008,40,0,0,0,0
2020-03-09,"NSW",47,2,8371,47,0,0,0,0
2020-03-10,"NSW",61,2,10165,61,0,0,0,0
2020-03-11,"NSW",65,2,10221,65,0,0,0,0
2020-03-12,"NSW",78,2,14856,78,0,0,0,0
2020-03-13,"NSW",92,2,16685,92,0,0,0,0
2020-03-14,"NSW",112,3,20496,112,0,0,0,0
2020-03-15,"NSW",134,3,22567,134,0,0,0,0
2020-03-16,"NSW",171,3,26964,171,0,0,0,0
2020-03-17,"NSW",210,3,30244,210,0,0,0,0
2020-03-18,"NSW",267,4,35800,267,0,0,0,0
2020-03-19,"NSW",307,4,39089,307,0,0,0,0
2020-03-20,"NSW",353,5,40651,353,0,0,0,0
2020-03-21,"NSW",436,5,46892,436,0,0,0,0
2020-03-22,"NSW",533,5,52663,533,0,0,0,0
2020-03-23,"NSW",669,5,56941,669,0,0,0,0
2020-03-24,"NSW",818,6,61848,818,0,0,0,0
2020-03-25,"NSW",1029,6,68177,1029,0,0,0,0
2020-03-26,"NSW",1219,6,74006,1219,0,0,0,0
2020-03-27,"NSW",1405,6,77689,1405,0,0,0,0
2020-03-28,"NSW",1617,7,86524,1617,0,0,0,0
2020-03-29,"NSW",1791,7,93099,1791,0,0,0,0
2020-03-30,"NSW",1918,7,96446,1918,0,0,0,0
2020-03-31,"NSW",2032,7,99951,2032,0,0,0,0
2020-04-01,"NSW",2182,9,105543,2182,0,218,42,23
2020-04-02,"NSW",2298,9,110537,2298,0,231,43,21
2020-04-03,"NSW",2389,11,114455,2389,0,231,42,22
2020-04-04,"NSW",2493,11,117633,2493,0,251,41,23
2020-04-05,"NSW",2580,15,121433,2580,0,250,40,23
2020-04-06,"NSW",2637,18,124038,2637,0,250,40,23
2020-04-07,"NSW",2686,20,126146,2686,1356,103,37,24
2020-04-08,"NSW",2734,20,129091,2734,1356,92,36,23
2020-04-09,"NSW",2773,20,132997,2773,1356,88,31,22
2020-04-10,"NSW",2822,21,137441,2822,1356,83,29,24
2020-04-11,"NSW",2857,22,138090,2857,1356,78,30,24
2020-04-12,"NSW",2854,23,141777,2854,1356,78,30,22
2020-04-13,"NSW",2863,25,144380,2863,1356,77,30,22
2020-04-14,"NSW",2870,25,145809,2870,1356,80,32,20
2020-04-15,"NSW",2886,25,147114,2886,1356,73,29,19
2020-04-16,"NSW",2897,25,150314,2897,1356,64,26,20
2020-04-17,"NSW",2926,25,155302,2926,1356,63,26,20
2020-04-18,"NSW",2936,27,160454,2936,1356,57,25,19
2020-04-19,"NSW",2957,28,165137,2957,1356,57,21,18
2020-04-20,"NSW",2963,28,168626,2963,1356,53,22,16
2020-04-21,"NSW",2969,29,171128,2969,1755,55,21,18
2020-04-22,"NSW",2971,31,175419,2971,1926,50,20,17
2020-04-23,"NSW",2976,32,181064,2976,2006,47,21,16
2020-04-24,"NSW",2982,33,188416,2982,2056,43,19,15
2020-04-25,"NSW",2994,34,193256,2994,2193,39,19,15
2020-04-26,"NSW",3002,34,198715,3002,2208,37,19,15
2020-04-27,"NSW",3004,34,203131,3004,2227,35,19,15
2020-04-28,"NSW",3009,39,207245,3009,2243,33,19,15
2020-04-29,"NSW",3016,40,212659,3016,2266,28,17,14
2020-04-30,"NSW",3016,40,220046,3016,2284,27,15,13
2020-05-01,"NSW",3026,41,227084,3026,2293,27,14,12
2020-05-02,"NSW",3031,41,235894,3031,2300,28,14,12
2020-05-03,"NSW",3035,42,243128,3035,2306,27,14,11
2020-05-04,"NSW",3033,43,248699,3033,2328,27,14,10
2020-05-05,"NSW",3035,44,253995,3035,2349,25,13,11
2020-05-06,"NSW",3042,44,261251,3042,2418,25,13,9
2020-05-07,"NSW",3044,44,271796,3044,2463,24,10,8
2020-05-08,"NSW",3047,44,281257,3047,2486,23,10,8
2020-05-09,"NSW",3051,44,294949,3051,2504,20,8,7
2020-05-10,"NSW",3053,44,304464,3053,2515,13,8,7
2020-05-11,"NSW",3053,44,309722,3053,2517,20,7,7
2020-05-12,"NSW",3053,44,315770,3053,2543,19,8,8
2020-05-13,"NSW",3059,45,323887,3059,2571,22,7,7
2020-05-14,"NSW",3063,45,333634,3063,2595,23,8,6
2020-05-15,"NSW",3071,45,345846,3071,2605,22,7,5
2020-05-16,"NSW",3074,45,355738,3074,2611,22,6,3
2020-05-17,"NSW",3075,45,362842,3075,2612,22,7,4
2020-05-18,"NSW",3076,46,371881,3076,2612,22,6,2
2020-05-19,"NSW",3078,47,377185,3078,2614,22,5,2
2020-05-20,"NSW",3081,47,384278,3081,2631,20,3,2
2020-05-21,"NSW",3082,47,390930,3082,2648,20,3,2
2020-05-22,"NSW",3084,48,402623,3084,2648,20,1,1
2020-05-23,"NSW",3086,48,411618,3086,2653,17,1,1
2020-05-24,"NSW",3087,48,418427,3087,2653,16,1,1
2020-05-25,"NSW",3090,48,422703,3090,2656,15,1,1
2020-05-26,"NSW",3092,48,456724,3092,2661,14,1,1
2020-05-27,"NSW",3089,48,464351,3089,2663,14,1,1
2020-05-28,"NSW",3090,48,474223,3090,2670,13,1,1
2020-05-29,"NSW",3092,48,484185,3092,2666,13,1,1
2020-05-30,"NSW",3092,48,493637,3092,2683,12,1,1
2020-05-31,"NSW",3095,48,503464,3095,2685,11,1,0
2020-06-01,"NSW",3098,48,509227,3098,2685,10,1,0
2020-06-02,"NSW",3104,48,514651,3104,2687,11,1,0
2020-06-03,"NSW",3104,48,521669,3104,2691,11,2,0
2020-06-04,"NSW",3106,48,533034,3106,2700,11,1,0
2020-06-05,"NSW",3110,48,543205,3110,2714,10,1,0
2020-06-06,"NSW",3110,48,555956,3110,2719,9,0,0
2020-06-07,"NSW",3109,48,565163,3109,2723,9,0,0
2020-06-08,"NSW",3112,48,571113,3112,2724,9,0,0
2020-06-09,"NSW",3114,48,575856,3114,2729,9,0,0
2020-06-10,"NSW",3117,48,581559,3117,2735,9,0,0
2020-06-11,"NSW",3117,48,591305,3117,2738,10,0,0
2020-01-25,"NT",0,0,0,0,0,0,0,0
2020-01-26,"NT",0,0,0,0,0,0,0,0
2020-01-27,"NT",0,0,0,0,0,0,0,0
2020-01-28,"NT",0,0,0,0,0,0,0,0
2020-01-29,"NT",0,0,0,0,0,0,0,0
2020-01-30,"NT",0,0,0,0,0,0,0,0
2020-01-31,"NT",0,0,0,0,0,0,0,0
2020-02-01,"NT",0,0,0,0,0,0,0,0
2020-02-02,"NT",0,0,0,0,0,0,0,0
2020-02-03,"NT",0,0,0,0,0,0,0,0
2020-02-04,"NT",0,0,0,0,0,0,0,0
2020-02-05,"NT",0,0,0,0,0,0,0,0
2020-02-06,"NT",0,0,0,0,0,0,0,0
2020-02-07,"NT",0,0,0,0,0,0,0,0
2020-02-08,"NT",0,0,0,0,0,0,0,0
2020-02-09,"NT",0,0,0,0,0,0,0,0
2020-02-10,"NT",0,0,0,0,0,0,0,0
2020-02-11,"NT",0,0,0,0,0,0,0,0
2020-02-12,"NT",0,0,0,0,0,0,0,0
2020-02-13,"NT",0,0,0,0,0,0,0,0
2020-02-14,"NT",0,0,0,0,0,0,0,0
2020-02-15,"NT",0,0,0,0,0,0,0,0
2020-02-16,"NT",0,0,0,0,0,0,0,0
2020-02-17,"NT",0,0,0,0,0,0,0,0
2020-02-18,"NT",0,0,0,0,0,0,0,0
2020-02-19,"NT",0,0,0,0,0,0,0,0
2020-02-20,"NT",0,0,0,0,0,0,0,0
2020-02-21,"NT",0,0,0,0,0,0,0,0
2020-02-22,"NT",0,0,0,0,0,0,0,0
2020-02-23,"NT",0,0,0,0,0,0,0,0
2020-02-24,"NT",0,0,0,0,0,0,0,0
2020-02-25,"NT",0,0,0,0,0,0,0,0
2020-02-26,"NT",0,0,0,0,0,0,0,0
2020-02-27,"NT",0,0,0,0,0,0,0,0
2020-02-28,"NT",0,0,0,0,0,0,0,0
2020-02-29,"NT",0,0,0,0,0,0,0,0
2020-03-01,"NT",0,0,0,0,0,0,0,0
2020-03-02,"NT",0,0,0,0,0,0,0,0
2020-03-03,"NT",0,0,0,0,0,0,0,0
2020-03-04,"NT",0,0,0,0,0,0,0,0
2020-03-05,"NT",0,0,0,0,0,0,0,0
2020-03-06,"NT",0,0,0,0,0,0,0,0
2020-03-07,"NT",0,0,0,0,0,0,0,0
2020-03-08,"NT",0,0,0,0,0,0,0,0
2020-03-09,"NT",0,0,0,0,0,0,0,0
2020-03-10,"NT",0,0,0,0,0,0,0,0
2020-03-11,"NT",0,0,0,0,0,0,0,0
2020-03-12,"NT",0,0,0,0,0,0,0,0
2020-03-13,"NT",0,0,0,0,0,0,0,0
2020-03-14,"NT",0,0,0,0,0,0,0,0
2020-03-15,"NT",0,0,0,0,0,0,0,0
2020-03-16,"NT",0,0,0,0,0,0,0,0
2020-03-17,"NT",0,0,0,0,0,0,0,0
2020-03-18,"NT",0,0,0,0,0,0,0,0
2020-03-19,"NT",0,0,0,0,0,0,0,0
2020-03-20,"NT",2,0,0,2,0,0,0,0
2020-03-21,"NT",4,0,0,4,0,0,0,0
2020-03-22,"NT",4,0,0,4,0,0,0,0
2020-03-23,"NT",4,0,0,4,0,0,0,0
2020-03-24,"NT",5,0,0,5,0,0,0,0
2020-03-25,"NT",5,0,0,5,1,0,0,0
2020-03-26,"NT",12,0,0,12,1,0,0,0
2020-03-27,"NT",14,0,0,14,2,0,0,0
2020-03-28,"NT",15,0,0,15,2,0,0,0
2020-03-29,"NT",15,0,1000,15,2,0,0,0
2020-03-30,"NT",15,0,1000,15,2,0,0,0
2020-03-31,"NT",19,0,2100,19,3,0,0,0
2020-04-01,"NT",19,0,2131,19,3,16,1,1
2020-04-02,"NT",22,0,2273,21,3,18,1,1
2020-04-03,"NT",26,0,2466,26,3,19,1,0
2020-04-04,"NT",26,0,2642,26,3,23,0,0
2020-04-05,"NT",27,0,2753,26,3,24,0,0
2020-04-06,"NT",27,0,2805,28,3,24,0,0
2020-04-07,"NT",27,0,2999,28,3,24,0,0
2020-04-08,"NT",27,0,3062,28,3,24,0,0
2020-04-09,"NT",27,0,3174,28,3,24,0,0
2020-04-10,"NT",27,0,3243,28,3,24,0,0
2020-04-11,"NT",27,0,3300,28,3,24,0,0
2020-04-12,"NT",27,0,3355,28,4,22,0,0
2020-04-13,"NT",27,0,3381,27,4,22,0,0
2020-04-14,"NT",27,0,3442,27,4,22,0,0
2020-04-15,"NT",27,0,3489,27,5,21,0,0
2020-04-16,"NT",27,0,3521,27,7,20,0,0
2020-04-17,"NT",27,0,3606,27,9,19,0,0
2020-04-18,"NT",27,0,3625,27,10,17,0,0
2020-04-19,"NT",27,0,3713,27,11,16,0,0
2020-04-20,"NT",27,0,3731,27,11,16,0,0
2020-04-21,"NT",27,0,3810,27,15,14,0,0
2020-04-22,"NT",27,0,3972,27,16,14,0,0
2020-04-23,"NT",27,0,4045,27,16,13,0,0
2020-04-24,"NT",27,0,4120,27,20,10,0,0
2020-04-25,"NT",27,0,4189,27,20,5,0,0
2020-04-26,"NT",27,0,4231,27,23,5,0,0
2020-04-27,"NT",27,0,4245,27,23,5,0,0
2020-04-28,"NT",27,0,4338,27,23,5,0,0
2020-04-29,"NT",27,0,4421,27,25,3,0,0
2020-04-30,"NT",27,0,4532,27,25,3,0,0
2020-05-01,"NT",27,0,4643,27,24,3,0,0
2020-05-02,"NT",29,0,4721,29,24,5,0,0
2020-05-03,"NT",29,0,4828,29,24,5,0,0
2020-05-04,"NT",29,0,4855,29,24,5,0,0
2020-05-05,"NT",29,0,4925,29,26,3,0,0
2020-05-06,"NT",29,0,5003,29,26,3,0,0
2020-05-07,"NT",29,0,5117,29,27,2,0,0
2020-05-08,"NT",29,0,5267,29,27,2,0,0
2020-05-09,"NT",29,0,5389,29,27,2,0,0
2020-05-10,"NT",29,0,5495,29,27,2,0,0
2020-05-11,"NT",29,0,5527,29,27,2,0,0
2020-05-12,"NT",29,0,5646,29,27,2,0,0
2020-05-13,"NT",29,0,5759,29,27,2,0,0
2020-05-14,"NT",29,0,5759,29,27,2,0,0
2020-05-15,"NT",29,0,6116,29,27,2,0,0
2020-05-16,"NT",29,0,6258,29,27,2,0,0
2020-05-17,"NT",29,0,6370,29,27,2,0,0
2020-05-18,"NT",29,0,6417,29,27,2,0,0
2020-05-19,"NT",29,0,6517,29,27,2,0,0
2020-05-20,"NT",29,0,6673,29,28,2,0,0
2020-05-21,"NT",29,0,6809,29,29,1,0,0
2020-05-22,"NT",29,0,6809,29,29,1,0,0
2020-05-23,"NT",29,0,7105,29,29,1,0,0
2020-05-24,"NT",29,0,7217,29,29,0,0,0
2020-05-25,"NT",29,0,7233,29,29,0,0,0
2020-05-26,"NT",29,0,7396,29,29,0,0,0
2020-05-27,"NT",29,0,7528,29,29,0,0,0
2020-05-28,"NT",29,0,7698,29,29,0,0,0
2020-05-29,"NT",29,0,7918,29,29,0,0,0
2020-05-30,"NT",29,0,8082,29,29,0,0,0
2020-05-31,"NT",29,0,8220,29,29,0,0,0
2020-06-01,"NT",29,0,8240,29,29,0,0,0
2020-06-02,"NT",29,0,8406,29,29,0,0,0
2020-06-03,"NT",29,0,8591,29,29,0,0,0
2020-06-04,"NT",29,0,8983,29,29,0,0,0
2020-06-05,"NT",29,0,9174,29,29,0,0,0
2020-06-06,"NT",29,0,9330,29,29,0,0,0
2020-06-07,"NT",29,0,9454,29,29,0,0,0
2020-06-08,"NT",29,0,9477,29,29,0,0,0
2020-06-09,"NT",29,0,9558,29,29,0,0,0
2020-06-10,"NT",29,0,9747,29,29,0,0,0
2020-06-11,"NT",29,0,9939,29,29,0,0,0
2020-01-25,"QLD",0,0,0,0,0,0,0,0
2020-01-26,"QLD",0,0,0,0,0,0,0,0
2020-01-27,"QLD",0,0,0,0,0,0,0,0
2020-01-28,"QLD",0,0,0,0,0,0,0,0
2020-01-29,"QLD",2,0,0,0,0,0,0,0
2020-01-30,"QLD",2,0,0,0,0,0,0,0
2020-01-31,"QLD",2,0,0,0,0,0,0,0
2020-02-01,"QLD",2,0,0,0,0,0,0,0
2020-02-02,"QLD",2,0,0,0,0,0,0,0
2020-02-03,"QLD",2,0,0,0,0,0,0,0
2020-02-04,"QLD",3,0,0,0,0,0,0,0
2020-02-05,"QLD",4,0,0,0,0,0,0,0
2020-02-06,"QLD",5,0,0,0,0,0,0,0
2020-02-07,"QLD",5,0,0,0,0,0,0,0
2020-02-08,"QLD",5,0,0,0,0,0,0,0
2020-02-09,"QLD",5,0,0,0,0,0,0,0
2020-02-10,"QLD",5,0,0,0,0,0,0,0
2020-02-11,"QLD",5,0,0,0,0,0,0,0
2020-02-12,"QLD",5,0,0,0,0,0,0,0
2020-02-13,"QLD",5,0,0,0,0,0,0,0
2020-02-14,"QLD",5,0,0,0,0,0,0,0
2020-02-15,"QLD",5,0,0,0,0,0,0,0
2020-02-16,"QLD",5,0,0,0,0,0,0,0
2020-02-17,"QLD",5,0,0,0,0,0,0,0
2020-02-18,"QLD",5,0,0,0,0,0,0,0
2020-02-19,"QLD",5,0,0,0,0,0,0,0
2020-02-20,"QLD",5,0,0,0,0,0,0,0
2020-02-21,"QLD",7,0,0,0,0,0,0,0
2020-02-22,"QLD",8,0,0,0,0,0,0,0
2020-02-23,"QLD",8,0,0,0,0,0,0,0
2020-02-24,"QLD",8,0,0,0,0,0,0,0
2020-02-25,"QLD",8,0,0,0,0,0,0,0
2020-02-26,"QLD",8,0,0,0,0,0,0,0
2020-02-27,"QLD",8,0,0,0,0,0,0,0
2020-02-28,"QLD",9,0,0,0,0,0,0,0
2020-02-29,"QLD",9,0,0,0,0,0,0,0
2020-03-01,"QLD",9,0,0,0,0,0,0,0
2020-03-02,"QLD",9,0,0,0,0,0,0,0
2020-03-03,"QLD",10,0,0,0,0,0,0,0
2020-03-04,"QLD",11,0,0,0,0,0,0,0
2020-03-05,"QLD",13,0,0,13,0,0,0,0
2020-03-06,"QLD",14,0,0,14,0,0,0,0
2020-03-07,"QLD",14,0,0,14,0,0,0,0
2020-03-08,"QLD",15,0,0,15,0,0,0,0
2020-03-09,"QLD",15,0,0,15,0,0,0,0
2020-03-10,"QLD",18,0,0,18,0,0,0,0
2020-03-11,"QLD",20,0,0,20,0,0,0,0
2020-03-12,"QLD",27,0,0,27,0,0,0,0
2020-03-13,"QLD",35,1,0,35,0,0,0,0
2020-03-14,"QLD",46,1,0,46,0,0,0,0
2020-03-15,"QLD",61,1,0,61,0,0,0,0
2020-03-16,"QLD",68,1,0,68,0,0,0,0
2020-03-17,"QLD",78,1,0,78,0,0,0,0
2020-03-18,"QLD",94,1,0,94,0,0,0,0
2020-03-19,"QLD",144,1,27064,144,0,0,0,0
2020-03-20,"QLD",184,1,28386,184,0,0,0,0
2020-03-21,"QLD",221,1,29867,221,0,0,0,0
2020-03-22,"QLD",259,1,31309,259,0,0,0,0
2020-03-23,"QLD",319,1,32394,319,0,0,0,0
2020-03-24,"QLD",397,1,32394,397,0,0,0,0
2020-03-25,"QLD",443,2,38860,443,0,0,0,0
2020-03-26,"QLD",493,2,38860,493,0,0,0,0
2020-03-27,"QLD",555,2,42965,555,0,0,0,0
2020-03-28,"QLD",625,2,42965,625,0,0,0,0
2020-03-29,"QLD",656,3,44999,656,0,0,0,0
2020-03-30,"QLD",689,3,47025,689,0,0,0,0
