"date","confirmed","confirmed_cum","deaths","deaths_cum","tests","tests_cum","positives","positives_cum","recovered","recovered_cum","hosp","hosp_cum","icu","icu_cum","vent","vent_cum","vaccines","vaccines_cum"
2020-04-26,19,6904,3,84,12192,506449,19,6904,168,5541,-14,115,0,43,-3,25,0,0
2020-04-27,7,6911,0,84,10614,517063,7,6911,47,5588,-2,113,1,44,2,27,0,0
2020-04-28,12,6923,1,85,13616,530679,12,6923,42,5630,-3,110,-1,43,0,27,0,0
2020-04-29,13,6936,5,90,13731,544410,13,6936,40,5670,-16,94,-5,38,-1,26,0,0
2020-04-30,8,6944,2,92,19231,563641,8,6944,47,5717,-5,89,-4,34,-4,22,0,0
2020-05-01,13,6957,2,94,25227,588868,13,6957,30,5747,-6,83,-5,29,-1,21,0,0
2020-05-02,15,6972,0,94,22715,611583,15,6972,49,5796,-4,79,-1,28,0,21,0,0
2020-05-03,18,6990,2,96,21524,633107,18,6990,21,5817,-4,75,0,28,-1,20,0,0
2020-05-04,24,7014,0,96,17107,650214,24,7014,46,5863,-5,70,0,28,0,20,0,0
2020-05-05,26,7040,2,98,14542,664756,26,7040,27,5890,-4,66,-1,27,0,20,0,0
2020-05-06,24,7064,0,98,23900,688656,24,7064,89,5979,-4,62,0,27,-2,18,0,0
2020-05-07,22,7086,0,98,33893,722549,22,7086,59,6038,-4,58,-4,23,-1,17,0,0
2020-05-08,18,7104,0,98,34701,757250,18,7104,46,6084,-2,56,-2,21,-1,16,0,0
2020-05-09,14,7118,0,98,38206,795456,14,7118,53,6137,-5,51,-2,19,-1,15,0,0
2020-05-10,12,7130,0,98,32416,827872,12,7130,29,6166,-8,43,-1,18,0,15,0,0
2020-05-11,7,7137,0,98,27247,855119,7,7137,16,6182,6,49,-2,16,-1,14,0,0
2020-05-12,20,7157,0,98,22808,877927,20,7157,51,6233,-2,47,0,16,1,15,0,0
2020-05-13,11,7168,1,99,31098,909025,11,7168,41,6274,3,50,1,17,-1,14,0,0
2020-05-14,15,7183,0,99,34274,943299,15,7183,25,6299,1,51,1,18,-1,13,0,0
2020-05-15,31,7214,0,99,40517,983816,31,7214,37,6336,-4,47,0,18,0,13,0,0
2020-05-16,17,7231,0,99,31836,1015652,17,7231,30,6366,2,49,-2,16,-1,12,0,0
2020-05-17,8,7239,0,99,26474,1042126,8,7239,3,6369,1,50,0,16,0,12,0,0
2020-05-18,9,7248,1,100,19908,1062034,9,7248,27,6396,-5,45,-4,12,-5,7,0,0
2020-05-19,8,7256,0,100,23836,1085870,8,7256,19,6415,2,47,-1,11,0,7,0,0
2020-05-20,11,7267,1,101,25697,1111567,11,7267,30,6445,-3,44,-2,9,0,7,0,0
2020-05-21,2,7269,0,101,26117,1137684,2,7269,27,6472,-3,41,0,9,0,7,0,0
2020-05-22,14,7283,1,102,32998,1170682,14,7283,8,6480,-1,40,-2,7,-1,6,0,0
2020-05-23,13,7296,1,103,21580,1192262,13,7296,12,6492,-4,36,-2,5,-1,5,0,0
2020-05-24,3,7299,0,103,32533,1224795,3,7299,15,6507,-3,33,0,5,0,5,0,0
2020-05-25,4,7303,0,103,19408,1244203,4,7303,23,6530,-2,31,0,5,0,5,0,0
2020-05-26,15,7318,0,103,44020,1288223,15,7318,21,6551,-1,30,0,5,0,5,0,0
2020-05-27,6,7324,0,103,50098,1338321,6,7324,7,6558,0,30,1,6,-2,3,0,0
2020-05-28,18,7342,0,103,29123,1367444,18,7342,22,6580,-1,29,-1,5,0,3,0,0
2020-05-29,16,7358,0,103,30178,1397622,16,7358,0,6580,-6,23,-1,4,0,3,0,0
2020-05-30,11,7369,0,103,30916,1428538,11,7369,33,6613,-1,22,0,4,0,3,0,0
2020-05-31,10,7379,0,103,26030,1454568,10,7379,-2,6611,-2,20,0,4,-2,1,0,0
2020-06-01,8,7387,0,103,17652,1472220,8,7387,4,6615,0,20,-1,3,0,1,0,0
2020-06-02,17,7404,0,103,18167,1490387,17,7404,5,6620,6,26,1,4,1,2,0,0
2020-06-03,8,7412,0,103,22313,1512700,8,7412,15,6635,-1,25,1,5,0,2,0,0
2020-06-04,11,7423,0,103,33629,1546329,11,7423,25,6660,-2,23,-1,4,0,2,0,0
2020-06-05,11,7434,0,103,32863,1579192,11,7434,16,6676,-2,21,-1,3,0,2,0,0
2020-06-06,2,7436,0,103,11396,1590588,2,7436,8,6684,0,21,1,4,0,2,0,0
2020-06-07,4,7440,0,103,26874,1617462,4,7440,9,6693,-3,18,-1,3,0,2,0,0
2020-06-08,6,7446,0,103,16053,1633515,6,7446,7,6700,1,19,0,3,0,2,0,0
2020-06-09,2,7448,0,103,17169,1650684,2,7448,14,6714,0,19,-1,2,0,2,0,0
2020-06-10,7,7455,0,103,29270,1679954,7,7455,22,6736,1,20,1,3,0,2,0,0
2020-06-11,9,7464,0,103,31269,1711223,9,7464,15,6751,-2,18,-1,2,0,2,0,0
2020-06-12,4,7468,0,103,34327,1745550,4,7468,22,6773,0,18,0,2,0,2,0,0
2020-06-13,13,7481,0,103,37101,1782651,13,7481,29,6802,-2,16,0,2,-1,1,0,0
2020-06-14,18,7499,0,103,29702,1812353,18,7499,26,6828,0,16,1,3,0,1,0,0
2020-06-15,15,7514,0,103,15796,1828149,15,7514,13,6841,1,17,1,4,0,1,0,0
2020-06-16,12,7526,0,103,20198,1848347,12,7526,5,6846,0,17,-1,3,1,2,0,0
2020-06-17,23,7549,0,103,33172,1881519,23,7549,14,6860,-1,16,0,3,1,3,0,0
2020-06-18,21,7570,0,103,45978,1927497,21,7570,0,6860,-2,14,0,3,-1,2,0,0
2020-06-19,18,7588,0,103,42708,1970205,18,7588,10,6870,1,15,-1,2,0,2,0,0
2020-06-20,26,7614,0,103,35173,2005378,26,7614,7,6877,2,17,1,3,-2,0,0,0
2020-06-21,25,7639,0,103,35946,2041324,25,7639,8,6885,-3,14,-1,2,0,0,0,0
2020-06-22,13,7652,0,103,66525,2107849,13,7652,7,6892,2,16,0,2,0,0,0,0
2020-06-23,18,7670,0,103,24972,2132821,18,7670,12,6904,3,19,1,3,0,0,0,0
2020-06-24,29,7699,1,104,47603,2180424,29,7699,9,6913,-3,16,-1,2,0,0,0,0
2020-06-25,36,7735,0,104,51917,2232341,36,7735,17,6930,0,16,0,2,0,0,0,0
2020-06-26,37,7772,0,104,49498,2281839,37,7772,16,6946,-4,12,-1,1,0,0,0,0
2020-06-27,46,7818,0,104,54222,2336061,46,7818,21,6967,0,12,0,1,0,0,0,0
2020-06-28,45,7863,0,104,43114,2379175,45,7863,14,6981,-1,11,0,1,0,0,0,0
2020-06-29,81,7944,0,104,36520,2415695,81,7944,15,6996,4,15,0,1,0,0,0,0
2020-06-30,67,8011,0,104,40287,2455982,67,8011,27,7023,-1,14,0,1,0,0,0,0
2020-07-01,86,8097,0,104,49941,2505923,86,8097,28,7051,4,18,2,3,0,0,0,0
2020-07-02,81,8178,0,104,57859,2563782,81,8178,27,7078,6,24,2,5,0,0,0,0
2020-07-03,65,8243,0,104,54078,2617860,65,8243,38,7116,3,27,2,7,0,0,0,0
2020-07-04,106,8349,0,104,50176,2668036,106,8349,37,7153,2,29,-3,4,0,0,0,0
2020-07-05,87,8436,0,104,45399,2713435,87,8436,44,7197,1,30,0,4,0,0,0,0
2020-07-06,137,8573,2,106,45730,2759165,137,8573,21,7218,4,34,2,6,0,0,0,0
2020-07-07,169,8742,0,106,41942,2801107,169,8742,35,7253,5,39,4,10,0,0,0,0
2020-07-08,130,8872,0,106,55299,2856406,130,8872,31,7284,7,46,-2,8,0,0,0,0
2020-07-09,173,9045,0,106,54425,2910831,173,9045,88,7372,-1,45,2,10,0,0,0,0
2020-07-10,300,9345,0,106,59437,2970268,300,9345,60,7432,9,54,3,13,0,0,0,0
2020-07-11,192,9537,1,107,51225,3021493,192,9537,87,7519,1,55,3,16,0,0,0,0
2020-07-12,244,9781,1,108,53995,3075488,244,9781,4,7523,12,67,1,17,0,0,0,0
2020-07-13,183,9964,0,108,42300,3117788,183,9964,41,7564,25,92,1,18,0,0,0,0
2020-07-14,271,10235,2,110,44449,3162237,271,10235,66,7630,-2,90,9,27,0,0,0,0
2020-07-15,244,10479,1,111,59904,3222141,244,10479,93,7723,21,111,1,28,0,0,0,0
2020-07-16,315,10794,2,113,65575,3287716,315,10794,108,7831,3,114,2,30,0,0,0,0
2020-07-17,425,11219,3,116,62748,3350464,425,11219,81,7912,13,127,2,32,22,22,0,0
2020-07-18,204,11423,3,119,63367,3413831,204,11423,43,7955,-12,115,-6,26,-4,18,0,0
2020-07-19,361,11784,3,122,62632,3476463,361,11784,111,8066,20,135,3,29,0,18,0,0
2020-07-20,268,12052,1,123,57962,3534425,268,12052,122,8188,21,156,4,33,-1,17,0,0
2020-07-21,358,12410,3,126,56310,3590735,358,12410,148,8336,26,182,5,38,6,23,0,0
2020-07-22,468,12878,2,128,59794,3650529,468,12878,109,8445,33,215,4,42,2,25,0,0
2020-07-23,407,13285,5,133,69308,3719837,407,13285,119,8564,-4,211,-1,41,0,25,0,0
2020-07-24,289,13574,7,140,75584,3795421,289,13574,154,8718,6,217,3,44,-24,1,0,0
2020-07-25,353,13927,5,145,64084,3859505,353,13927,86,8804,22,239,2,46,0,1,0,0
2020-07-26,453,14380,10,155,75619,3935124,453,14380,153,8957,2,241,0,46,21,22,0,0
2020-07-27,532,14912,6,161,51966,3987090,532,14912,141,9098,18,259,3,49,2,24,0,0
2020-07-28,369,15281,6,167,44971,4032061,369,15281,120,9218,16,275,-2,47,0,24,0,0
2020-07-29,279,15560,9,176,66188,4098249,279,15560,189,9407,48,323,-1,46,-23,1,0,0
2020-07-30,717,16277,13,189,64853,4163102,717,16277,134,9541,7,330,-6,40,0,1,0,0
2020-07-31,603,16880,8,197,75203,4238305,603,16880,224,9765,37,367,4,44,26,27,0,0
2020-08-01,374,17254,4,201,68919,4307224,374,17254,217,9982,34,401,6,50,1,28,0,0
2020-08-02,641,17895,7,208,57158,4364382,641,17895,224,10206,7,408,-4,46,2,30,0,0
2020-08-03,395,18290,13,221,65529,4429911,395,18290,197,10403,31,439,-3,43,1,31,0,0
2020-08-04,412,18702,11,232,51706,4481617,412,18702,174,10577,44,483,1,44,-26,5,0,0
2020-08-05,714,19416,15,247,70464,4552081,714,19416,144,10721,83,566,7,51,31,36,0,0
2020-08-06,447,19863,8,255,80008,4632089,447,19863,205,10926,34,600,1,52,-2,34,0,0
2020-08-07,410,20273,11,266,91937,4724026,410,20273,202,11128,32,632,-1,51,-1,33,0,0
2020-08-08,425,20698,12,278,40197,4764223,425,20698,239,11367,27,659,2,53,2,35,0,0
2020-08-09,386,21084,16,294,93191,4857414,386,21084,313,11680,0,659,-2,51,-3,32,0,0
2020-08-10,313,21397,18,312,61132,4918546,313,21397,269,11949,5,664,4,55,5,37,0,0
2020-08-11,317,21714,19,331,61626,4980172,317,21714,251,12200,9,673,4,59,-4,33,0,0
2020-08-12,413,22127,21,352,61172,5041344,413,22127,387,12587,13,686,-8,51,-1,32,0,0
2020-08-13,231,22358,9,361,68441,5109785,231,22358,222,12809,0,686,-7,44,-1,31,0,0
2020-08-14,384,22742,14,375,70629,5180414,384,22742,349,13158,-7,679,3,47,0,31,0,0
2020-08-15,293,23035,4,379,63370,5243784,293,23035,284,13442,4,683,1,48,2,33,0,0
2020-08-16,253,23288,17,396,53774,5297558,253,23288,451,13893,-3,680,-1,47,1,34,0,0
2020-08-17,271,23559,25,421,38539,5336097,271,23559,453,14346,-6,674,4,51,3,37,0,0
2020-08-18,214,23773,17,438,44516,5380613,214,23773,390,14736,8,682,1,52,0,37,0,0
2020-08-19,220,23993,12,450,59882,5440495,220,23993,318,15054,12,694,1,53,-3,34,0,0
2020-08-20,243,24236,13,463,68336,5508831,243,24236,2607,17661,-50,644,-2,51,-1,33,0,0
2020-08-21,171,24407,9,472,71149,5579980,171,24407,607,18268,3,647,-4,47,-2,31,0,0
2020-08-22,195,24602,13,485,67697,5647677,195,24602,299,18567,-16,631,-4,43,-4,27,0,0
2020-08-23,210,24812,17,502,58910,5706587,210,24812,474,19041,-27,604,-4,39,-1,26,0,0
2020-08-24,104,24916,15,517,51447,5758034,104,24916,370,19411,55,659,-1,38,-4,22,0,0
2020-08-25,137,25053,8,525,56675,5814709,137,25053,211,19622,-15,644,4,42,1,23,0,0
2020-08-26,152,25205,24,549,71703,5886412,152,25205,286,19908,-41,603,4,46,-3,20,0,0
2020-08-27,117,25322,22,571,86268,5972680,117,25322,266,20174,-45,558,-11,35,-5,15,0,0
2020-08-28,126,25448,11,582,79556,6052236,126,25448,267,20441,-15,543,0,35,6,21,0,0
2020-08-29,99,25547,18,600,67555,6119791,99,25547,223,20664,-33,510,-3,32,0,21,0,0
2020-08-30,123,25670,11,611,48438,6168229,123,25670,260,20924,-9,501,-1,31,-6,15,0,0
2020-08-31,76,25746,41,652,46224,6214453,76,25746,234,21158,-20,481,-4,27,2,17,0,0
2020-09-01,73,25819,5,657,41379,6255832,73,25819,153,21311,-31,450,-1,26,-7,10,0,0
2020-09-02,104,25923,6,663,63963,6319795,104,25923,187,21498,-17,433,-3,23,6,16,0,0
2020-09-03,126,26049,15,678,136194,6455989,126,26049,222,21720,-42,391,3,26,2,18,0,0
2020-09-04,87,26136,59,737,70961,6526950,87,26136,258,21978,-34,357,1,27,-1,17,0,0
2020-09-05,71,26207,11,748,63838,6590788,71,26207,160,22138,-31,326,0,27,2,19,0,0
2020-09-06,72,26279,5,753,66560,6657348,72,26279,137,22275,-16,310,-1,26,1,20,0,0
2020-09-07,43,26322,9,762,36086,6693434,43,26322,136,22411,-16,294,6,32,1,21,0,0
2020-09-08,52,26374,8,770,36963,6730397,52,26374,121,22532,-31,263,-3,29,-5,16,0,0
2020-09-09,91,26465,11,781,58936,6789333,91,26465,139,22671,-42,221,-3,26,-1,15,0,0
2020-09-10,48,26513,7,788,60098,6849431,48,26513,173,22844,-26,195,-3,23,0,15,0,0
2020-09-11,52,26565,9,797,78722,6928153,52,26565,181,23025,-32,163,-5,18,-3,12,0,0
2020-09-12,41,26606,6,803,48002,6976155,41,26606,112,23137,-12,151,-3,15,-2,10,0,0
2020-09-13,44,26650,6,809,39935,7016090,44,26650,133,23270,-14,137,2,17,-3,7,0,0
2020-09-14,41,26691,7,816,30946,7047036,41,26691,116,23386,4,141,1,18,3,10,0,0
2020-09-15,46,26737,0,816,29616,7076652,46,26737,74,23460,-2,139,-1,17,0,10,0,0
2020-09-16,42,26779,8,824,47732,7124384,42,26779,74,23534,-13,126,-1,16,-1,9,0,0
2020-09-17,34,26813,8,832,54357,7178741,34,26813,66,23600,-9,117,0,16,0,9,0,0
2020-09-18,48,26861,5,837,45422,7224163,48,26861,63,23663,-9,108,-1,15,0,9,0,0
2020-09-19,24,26885,6,843,39050,7263213,24,26885,107,23770,-2,106,-3,12,-2,7,0,0
2020-09-20,13,26898,6,849,33039,7296252,13,26898,100,23870,3,109,-2,10,-1,6,0,0
2020-09-21,14,26912,2,851,23436,7319688,14,26912,95,23965,-2,107,-2,8,-2,4,0,0
2020-09-22,30,26942,3,854,31595,7351283,30,26942,61,24026,-7,100,3,11,2,6,0,0
2020-09-23,32,26974,5,859,42410,7393693,32,26974,85,24111,-11,89,0,11,1,7,0,0
2020-09-24,9,26983,2,861,47634,7441327,9,26983,26,24137,-8,81,0,11,0,7,0,0
2020-09-25,17,27000,8,869,38488,7479815,17,27000,72,24209,-10,71,0,11,0,7,0,0
2020-09-26,16,27016,1,870,37705,7517520,16,27016,48,24257,-3,68,1,12,-2,5,0,0
2020-09-27,24,27040,2,872,28703,7546223,24,27040,60,24317,-2,66,0,12,0,5,0,0
2020-09-28,4,27044,3,875,17099,7563322,4,27044,43,24360,-4,62,-1,11,-1,4,0,0
2020-09-29,19,27063,7,882,26010,7589332,19,27063,36,24396,-2,60,-3,8,0,4,0,0
2020-09-30,15,27078,4,886,48071,7637403,15,27078,31,24427,-5,55,1,9,-1,3,0,0
2020-10-01,18,27096,2,888,42248,7679651,18,27096,30,24457,-5,50,0,9,0,3,0,0
2020-10-02,17,27113,2,890,36929,7716580,17,27113,40,24497,1,51,-3,6,0,3,0,0
2020-10-03,8,27121,3,893,30153,7746733,8,27121,25,24522,-2,49,0,6,0,3,0,0
2020-10-04,15,27136,1,894,26188,7772921,15,27136,16,24538,-3,46,0,6,-2,1,0,0
2020-10-05,13,27149,0,894,22602,7795523,13,27149,26,24564,0,46,0,6,1,2,0,0
2020-10-06,25,27174,1,895,23949,7819472,25,27174,24,24588,-9,37,-1,5,0,2,0,0
2020-10-07,8,27182,2,897,33220,7852692,8,27182,19,24607,-5,32,1,6,-2,0,0,0
2020-10-08,24,27206,0,897,42386,7895078,24,27206,13,24620,-1,31,-3,3,0,0,0,0
2020-10-09,23,27229,0,897,41114,7936192,23,27229,21,24641,-3,28,1,4,0,0,0,0
2020-10-10,15,27244,0,897,40598,7976790,15,27244,15,24656,3,31,0,4,0,0,0,0
2020-10-11,20,27264,1,898,31321,8008111,20,27264,12,24668,0,31,-2,2,0,0,0,0
2020-10-12,22,27286,0,898,27447,8035558,22,27286,15,24683,1,32,-1,1,0,0,0,0
2020-10-13,30,27316,1,899,27430,8062988,30,27316,20,24703,0,32,0,1,0,0,0,0
2020-10-14,25,27341,5,904,46615,8109603,25,27341,6,24709,-4,28,0,1,0,0,0,0
2020-10-15,21,27362,0,904,43513,8153116,21,27362,13,24722,-2,26,0,1,0,0,0,0
2020-10-16,9,27371,0,904,43878,8196994,9,27371,27,24749,-6,20,0,1,0,0,0,0
2020-10-17,12,27383,0,904,42374,8239368,12,27383,9,24758,-2,18,0,1,0,0,0,0
2020-10-18,8,27391,0,904,36668,8276036,8,27391,10,24768,-2,16,0,1,0,0,0,0
2020-10-19,8,27399,1,905,27338,8303374,8,27399,4,24772,1,17,0,1,0,0,0,0
2020-10-20,31,27430,0,905,28873,8332247,31,27430,14,24786,0,17,0,1,0,0,0,0
2020-10-21,14,27444,0,905,45759,8378006,14,27444,22,24808,-1,16,0,1,0,0,0,0
2020-10-22,22,27466,0,905,45818,8423824,22,27466,12,24820,0,16,0,1,0,0,0,0
2020-10-23,18,27484,0,905,43502,8467326,18,27484,8,24828,4,20,-1,0,0,0,0,0
2020-10-24,15,27499,0,905,37885,8505211,15,27499,10,24838,-1,19,0,0,0,0,0,0
2020-10-25,21,27520,0,905,30631,8535842,21,27520,7,24845,-2,17,0,0,0,0,0,0
2020-10-26,7,27527,0,905,31186,8567028,7,27527,18,24863,-1,16,0,0,0,0,0,0
2020-10-27,14,27541,0,905,31530,8598558,14,27541,5,24868,-1,15,1,1,0,0,0,0
2020-10-28,14,27555,2,907,51683,8650241,14,27555,12,24880,-2,13,0,1,0,0,0,0
2020-10-29,15,27570,0,907,50670,8700911,15,27570,13,24893,6,19,0,1,0,0,0,0
2020-10-30,12,27582,0,907,47531,8748442,12,27582,5,24898,1,20,0,1,0,0,0,0
2020-10-31,8,27590,0,907,40837,8789279,8,27590,80,24978,-3,17,0,1,0,0,0,0
2020-11-01,5,27595,0,907,35907,8825186,5,27595,12,24990,0,17,0,1,1,1,0,0
2020-11-02,7,27602,0,907,30215,8855401,7,27602,20,25010,-1,16,0,1,0,1,0,0
