"date","confirmed","deaths","tests","positives","recovered","hosp","icu","vent","vaccines"
2020-01-25,4,0,NA,4,NA,0,0,0,0
2020-01-26,0,0,NA,0,NA,0,0,0,0
2020-01-27,1,0,NA,1,NA,0,0,0,0
2020-01-28,0,0,NA,0,NA,0,0,0,0
2020-01-29,4,0,NA,4,NA,0,0,0,0
2020-01-30,0,0,NA,0,NA,0,0,0,0
2020-01-31,0,0,NA,0,NA,0,0,0,0
2020-02-01,1,0,NA,1,NA,0,0,0,0
2020-02-02,2,0,NA,2,NA,0,0,0,0
2020-02-03,0,0,NA,0,NA,0,0,0,0
2020-02-04,1,0,NA,1,NA,0,0,0,0
2020-02-05,1,0,NA,1,NA,0,0,0,0
2020-02-06,1,0,NA,1,NA,0,0,0,0
2020-02-07,0,0,NA,0,NA,0,0,0,0
2020-02-08,0,0,NA,0,NA,0,0,0,0
2020-02-09,0,0,NA,0,NA,0,0,0,0
2020-02-10,0,0,NA,0,NA,0,0,0,0
2020-02-11,0,0,NA,0,NA,0,0,0,0
2020-02-12,0,0,NA,0,NA,0,0,0,0
2020-02-13,0,0,NA,0,NA,0,0,0,0
2020-02-14,0,0,NA,0,NA,0,0,0,0
